step,agent_id,x,y,z,vx,vy,vz,speed,u_x,u_y,u_z,is_leader,leader_group,neighbor_count,local_density,scenario_label,near_boundary
0,1,31.091037192512648,14.065982663762584,1.7414989799271012,-0.7570471735600669,0.5766469755690685,-0.30717721688263294,1.0,-0.7570471735600669,0.5766469755690685,-0.30717721688263294,0,-1,2,0.000477464829275686,none,1
0,2,0.1337057357906214,40.543158498382105,45.89026057244759,0.9600875122170761,-0.12035346163151371,0.2524817085615059,0.9999999999999999,0.9600875122170762,-0.12035346163151373,0.252481708561506,0,-1,1,0.000238732414637843,none,1
0,3,30.08411300858058,36.46070844438186,28.149989654444074,-0.2476757797784131,-0.01411960481806566,0.9687400811729309,1.0,-0.2476757797784131,-0.01411960481806566,0.9687400811729309,0,-1,0,0.0,none,0
0,4,47.510151729812364,41.01088801294355,0.4795535421193624,0.7565305404239504,0.218210306866944,0.6164785506267672,0.9999999999999999,0.7565305404239505,0.21821030686694404,0.6164785506267673,0,-1,1,0.000238732414637843,none,1
0,5,42.52447797102545,0.7778110197137488,36.743200084926585,-0.3457358583530169,-0.901467745559469,0.2604277634293846,1.0000000000000002,-0.34573585835301684,-0.9014677455594687,0.26042776342938456,0,-1,1,0.000238732414637843,none,1
0,6,8.90915203408066,44.147341823404766,26.988774015249827,0.1263710039527116,0.988395705910436,-0.08428699720475596,0.9999999999999999,0.12637100395271164,0.9883957059104361,-0.08428699720475598,0,-1,1,0.000238732414637843,none,1
0,7,14.942710295398525,21.713472615354046,2.2301031731840917,-0.04288423147071405,0.5791115554711237,0.8141196159109433,1.0,-0.04288423147071405,0.5791115554711237,0.8141196159109433,1,1,0,0.0,none,1
0,8,7.057026346149355,33.05030287797485,32.60093113467604,0.8428625211711585,-0.4809178567066708,0.24145555596353602,0.9999999999999999,0.8428625211711586,-0.48091785670667087,0.24145555596353604,1,1,1,0.000238732414637843,none,1
0,9,30.299325703467286,18.4456584857896,49.37655641176922,-0.46992987059540636,-0.7382192273045737,-0.4839403776913258,1.0,-0.46992987059540636,-0.7382192273045737,-0.4839403776913258,0,-1,1,0.000238732414637843,none,1
0,10,48.175470673901884,34.29623368362575,32.02379985850245,-0.8662962649096247,0.019134459591012926,-0.49916395488836435,0.9999999999999999,-0.8662962649096249,0.01913445959101293,-0.4991639548883644,0,-1,0,0.0,none,1
0,11,34.066173423061876,20.376211244011493,6.844197164347507,-0.35616310548512853,0.9301400450563047,0.08937191322694567,0.9999999999999999,-0.3561631054851286,0.9301400450563048,0.08937191322694568,1,0,2,0.000477464829275686,none,1
0,12,37.03758334729785,26.45421205737425,15.705820061351384,0.9631663375937638,0.18649593358795746,0.19372628340360015,1.0,0.9631663375937638,0.18649593358795746,0.19372628340360015,0,-1,1,0.000238732414637843,none,0
0,13,23.965654565793105,45.21925882406456,47.28426089434939,-0.3261133757963514,0.7448671066145526,0.5820850965369002,1.0,-0.3261133757963514,0.7448671066145526,0.5820850965369002,0,-1,0,0.0,none,1
0,14,18.36346468395302,29.45177179502734,16.19087687138383,0.4737048484995092,0.875280258539296,0.09740731758672085,1.0,0.4737048484995092,0.875280258539296,0.09740731758672085,1,1,0,0.0,none,0
0,15,30.417235399333364,16.32908742891193,19.149701900679318,0.702233889348525,-0.5664738464447315,-0.43124812572874355,1.0,0.702233889348525,-0.5664738464447315,-0.43124812572874355,0,-1,0,0.0,none,0
0,16,44.380993686568765,10.466369638139755,31.592478711420842,-0.13272391367084949,-0.8915100385292309,0.43312147711872034,1.0,-0.13272391367084949,-0.8915100385292309,0.43312147711872034,0,-1,1,0.000238732414637843,none,1
0,17,3.2889433356713993,41.33821787545224,39.641529135733116,-0.9118238434478417,-0.2939895072176528,0.28661376129894295,1.0,-0.9118238434478417,-0.2939895072176528,0.28661376129894295,0,-1,2,0.000477464829275686,none,1
0,18,12.240370618609534,43.20829109891058,2.189001150481004,0.2718984689619251,-0.6159204416246071,-0.7394005897787138,0.9999999999999999,0.27189846896192515,-0.6159204416246072,-0.7394005897787139,0,-1,1,0.000238732414637843,none,1
0,19,17.261424438603047,7.307523311706059,23.382897355564598,0.4555714113200307,-0.20645003303589418,0.8659290231002501,0.9999999999999999,0.45557141132003076,-0.2064500330358942,0.8659290231002502,0,-1,0,0.0,none,1
0,20,38.97849810607211,11.300072755237451,2.1067054643951826,-0.837715408292606,-0.2320376944499203,-0.49435958882529824,1.0,-0.837715408292606,-0.2320376944499203,-0.49435958882529824,0,-1,1,0.000238732414637843,none,1
0,21,20.87294820806939,9.167286453957784,4.629285843574613,0.64535621699298,-0.7583657715049829,0.09163356261851804,1.0,0.64535621699298,-0.7583657715049829,0.09163356261851804,0,-1,0,0.0,none,1
0,22,28.963234754714495,15.878438303293017,33.926407909014955,-0.05338454462803964,0.9436316623468862,0.32666401119699257,1.0,-0.05338454462803964,0.9436316623468862,0.32666401119699257,0,-1,0,0.0,none,0
0,23,10.102048098166915,48.051714421917694,18.55388227389549,0.1262758997562502,0.9460588965928032,0.29837386165406127,0.9999999999999998,0.12627589975625023,0.9460588965928034,0.2983738616540613,1,0,1,0.000238732414637843,none,1
0,24,4.893020582883896,30.846635175804874,45.66226511417537,-0.3817433956275806,-0.6087724011805866,-0.6954625392179996,1.0,-0.3817433956275806,-0.6087724011805866,-0.6954625392179996,0,-1,0,0.0,none,1
0,25,21.77939035404422,46.76479357463402,24.88547801967313,-0.23946738174497764,-0.9647311099028445,-0.10931266470922281,1.0,-0.23946738174497764,-0.9647311099028445,-0.10931266470922281,0,-1,0,0.0,none,1
